"","gu","day","value"
"872","강북구",2010-05-22,7
"873","강북구",2010-05-23,2
"874","강북구",2010-05-24,5
"875","강북구",2010-05-25,3
"876","강북구",2010-05-26,4
"877","강북구",2010-05-27,2
"878","강북구",2010-05-28,2
"879","강북구",2010-05-29,8
"880","강북구",2010-05-30,4
"881","강북구",2010-05-31,3
"882","강북구",2010-06-01,6
"883","강북구",2010-06-02,4
"884","강북구",2010-06-03,4
"885","강북구",2010-06-04,1
"886","강북구",2010-06-05,3
"887","강북구",2010-06-06,4
"888","강북구",2010-06-07,4
"889","강북구",2010-06-08,7
"890","강북구",2010-06-09,6
"891","강북구",2010-06-10,2
"892","강북구",2010-06-11,5
"893","강북구",2010-06-12,2
"894","강북구",2010-06-13,4
"895","강북구",2010-06-14,4
"896","강북구",2010-06-15,3
"897","강북구",2010-06-16,2
"898","강북구",2010-06-17,3
"899","강북구",2010-06-18,4
"900","강북구",2010-06-19,3
"901","강북구",2010-06-20,4
"902","강북구",2010-06-21,7
"903","강북구",2010-06-22,1
"904","강북구",2010-06-23,1
"905","강북구",2010-06-24,0
"906","강북구",2010-06-25,4
"907","강북구",2010-06-26,4
"908","강북구",2010-06-27,6
"909","강북구",2010-06-28,4
"910","강북구",2010-06-29,6
"911","강북구",2010-06-30,0
"912","강북구",2010-07-01,3
"913","강북구",2010-07-02,3
"914","강북구",2010-07-03,2
"915","강북구",2010-07-04,4
"916","강북구",2010-07-05,4
"917","강북구",2010-07-06,2
"918","강북구",2010-07-07,0
"919","강북구",2010-07-08,5
"920","강북구",2010-07-09,6
"921","강북구",2010-07-10,3
"922","강북구",2010-07-11,5
"923","강북구",2010-07-12,4
"924","강북구",2010-07-13,1
"925","강북구",2010-07-14,1
"926","강북구",2010-07-15,1
"927","강북구",2010-07-16,5
"928","강북구",2010-07-17,8
"929","강북구",2010-07-18,1
"930","강북구",2010-07-19,7
"931","강북구",2010-07-20,4
"932","강북구",2010-07-21,3
"933","강북구",2010-07-22,5
"934","강북구",2010-07-23,4
"935","강북구",2010-07-24,4
"936","강북구",2010-07-25,0
"937","강북구",2010-07-26,8
"938","강북구",2010-07-27,7
"939","강북구",2010-07-28,4
"940","강북구",2010-07-29,3
"941","강북구",2010-07-30,2
"942","강북구",2010-07-31,4
"943","강북구",2010-08-01,5
"944","강북구",2010-08-02,2
"945","강북구",2010-08-03,3
"946","강북구",2010-08-04,3
"947","강북구",2010-08-05,5
"948","강북구",2010-08-06,1
"949","강북구",2010-08-07,5
"950","강북구",2010-08-08,2
"951","강북구",2010-08-09,4
"952","강북구",2010-08-10,4
"953","강북구",2010-08-11,2
"954","강북구",2010-08-12,4
"955","강북구",2010-08-13,6
"956","강북구",2010-08-14,7
"957","강북구",2010-08-15,2
"958","강북구",2010-08-16,5
"959","강북구",2010-08-17,1
"960","강북구",2010-08-18,2
"961","강북구",2010-08-19,3
"962","강북구",2010-08-20,4
"963","강북구",2010-08-21,5
"964","강북구",2010-08-22,4
"965","강북구",2010-08-23,3
"966","강북구",2010-08-24,8
"967","강북구",2010-08-25,3
"968","강북구",2010-08-26,1
"969","강북구",2010-08-27,5
"970","강북구",2010-08-28,3
"971","강북구",2010-08-29,3
"972","강북구",2010-08-30,8
"973","강북구",2010-08-31,9
"974","강북구",2010-09-01,4
"975","강북구",2010-09-02,4
"976","강북구",2010-09-03,3
"977","강북구",2010-09-04,6
"978","강북구",2010-09-05,1
"979","강북구",2010-09-06,2
"980","강북구",2010-09-07,3
"981","강북구",2010-09-08,5
"982","강북구",2010-09-09,6
"983","강북구",2010-09-10,1
"984","강북구",2010-09-11,1
"985","강북구",2010-09-12,9
"986","강북구",2010-09-13,0
"987","강북구",2010-09-14,3
"988","강북구",2010-09-15,1
"989","강북구",2010-09-16,4
"990","강북구",2010-09-17,2
"991","강북구",2010-09-18,4
"992","강북구",2010-09-19,2
"993","강북구",2010-09-20,2
"994","강북구",2010-09-21,3
"995","강북구",2010-09-22,5
"996","강북구",2010-09-23,2
"997","강북구",2010-09-24,5
"998","강북구",2010-09-25,3
"999","강북구",2010-09-26,5
"1000","강북구",2010-09-27,2
"1001","강북구",2010-09-28,1
"1002","강북구",2010-09-29,3
"1003","강북구",2010-09-30,5
"1004","강북구",2010-10-01,4
"1005","강북구",2010-10-02,2
"1006","강북구",2010-10-03,4
"1007","강북구",2010-10-04,4
"1008","강북구",2010-10-05,7
"1009","강북구",2010-10-06,5
"1010","강북구",2010-10-07,3
"1011","강북구",2010-10-08,3
"1012","강북구",2010-10-09,2
"1013","강북구",2010-10-10,3
"1014","강북구",2010-10-11,3
"1015","강북구",2010-10-12,5
"1016","강북구",2010-10-13,1
"1017","강북구",2010-10-14,1
"1018","강북구",2010-10-15,3
"1019","강북구",2010-10-16,5
"1020","강북구",2010-10-17,3
"1021","강북구",2010-10-18,6
"1022","강북구",2010-10-19,2
"1023","강북구",2010-10-20,2
"1024","강북구",2010-10-21,8
"1025","강북구",2010-10-22,4
"1026","강북구",2010-10-23,6
"1027","강북구",2010-10-24,4
"1028","강북구",2010-10-25,4
"1029","강북구",2010-10-26,0
"1030","강북구",2010-10-27,2
"1031","강북구",2010-10-28,3
"1032","강북구",2010-10-29,9
"1033","강북구",2010-10-30,3
"1034","강북구",2010-10-31,2
"1035","강북구",2010-11-01,1
"1036","강북구",2010-11-02,3
"1037","강북구",2010-11-03,6
"1038","강북구",2010-11-04,4
"1039","강북구",2010-11-05,3
"1040","강북구",2010-11-06,2
"1041","강북구",2010-11-07,1
"1042","강북구",2010-11-08,4
"1043","강북구",2010-11-09,5
"1044","강북구",2010-11-10,2
"1045","강북구",2010-11-11,5
"1046","강북구",2010-11-12,1
"1047","강북구",2010-11-13,4
"1048","강북구",2010-11-14,7
"1049","강북구",2010-11-15,4
"1050","강북구",2010-11-16,1
"1051","강북구",2010-11-17,7
"1052","강북구",2010-11-18,5
"1053","강북구",2010-11-19,2
"1054","강북구",2010-11-20,5
"1055","강북구",2010-11-21,1
"1056","강북구",2010-11-22,1
"1057","강북구",2010-11-23,4
"1058","강북구",2010-11-24,2
"1059","강북구",2010-11-25,2
"1060","강북구",2010-11-26,5
"1061","강북구",2010-11-27,3
"1062","강북구",2010-11-28,3
"1063","강북구",2010-11-29,2
"1064","강북구",2010-11-30,5
"1065","강북구",2010-12-01,7
"1066","강북구",2010-12-02,1
"1067","강북구",2010-12-03,3
"1068","강북구",2010-12-04,1
"1069","강북구",2010-12-05,4
"1070","강북구",2010-12-06,4
"1071","강북구",2010-12-07,5
"1072","강북구",2010-12-08,2
"1073","강북구",2010-12-09,7
"1074","강북구",2010-12-10,5
"1075","강북구",2010-12-11,3
"1076","강북구",2010-12-12,2
"1077","강북구",2010-12-13,4
"1078","강북구",2010-12-14,3
"1079","강북구",2010-12-15,2
"1080","강북구",2010-12-16,4
"1081","강북구",2010-12-17,2
"1082","강북구",2010-12-18,4
"1083","강북구",2010-12-19,3
"1084","강북구",2010-12-20,6
"1085","강북구",2010-12-21,3
"1086","강북구",2010-12-22,4
"1087","강북구",2010-12-23,4
"1088","강북구",2010-12-24,2
"1089","강북구",2010-12-25,1
"1090","강북구",2010-12-26,2
"1091","강북구",2010-12-27,3
"1092","강북구",2010-12-28,2
"1093","강북구",2010-12-29,4
"1094","강북구",2010-12-30,1
"1095","강북구",2010-12-31,4
"1096","강서구",2010-01-01,4
"1097","강서구",2010-01-02,5
"1098","강서구",2010-01-03,1
"1099","강서구",2010-01-04,2
"1100","강서구",2010-01-05,1
"1101","강서구",2010-01-06,3
"1102","강서구",2010-01-07,2
"1103","강서구",2010-01-08,4
"1104","강서구",2010-01-09,6
"1105","강서구",2010-01-10,7
"1106","강서구",2010-01-11,3
"1107","강서구",2010-01-12,6
"1108","강서구",2010-01-13,3
"1109","강서구",2010-01-14,4
"1110","강서구",2010-01-15,5
"1111","강서구",2010-01-16,9
"1112","강서구",2010-01-17,7
"1113","강서구",2010-01-18,3
"1114","강서구",2010-01-19,5
"1115","강서구",2010-01-20,2
"1116","강서구",2010-01-21,5
"1117","강서구",2010-01-22,4
"1118","강서구",2010-01-23,6
"1119","강서구",2010-01-24,2
"1120","강서구",2010-01-25,6
"1121","강서구",2010-01-26,2
"1122","강서구",2010-01-27,4
"1123","강서구",2010-01-28,5
"1124","강서구",2010-01-29,3
"1125","강서구",2010-01-30,8
"1126","강서구",2010-01-31,4
"1127","강서구",2010-02-01,3
"1128","강서구",2010-02-02,3
"1129","강서구",2010-02-03,6
"1130","강서구",2010-02-04,7
"1131","강서구",2010-02-05,4
"1132","강서구",2010-02-06,3
"1133","강서구",2010-02-07,6
"1134","강서구",2010-02-08,5
"1135","강서구",2010-02-09,8
"1136","강서구",2010-02-10,7
"1137","강서구",2010-02-11,4
"1138","강서구",2010-02-12,4
"1139","강서구",2010-02-13,6
"1140","강서구",2010-02-14,3
"1141","강서구",2010-02-15,1
"1142","강서구",2010-02-16,4
"1143","강서구",2010-02-17,6
"1144","강서구",2010-02-18,3
"1145","강서구",2010-02-19,4
"1146","강서구",2010-02-20,8
"1147","강서구",2010-02-21,2
"1148","강서구",2010-02-22,3
"1149","강서구",2010-02-23,4
"1150","강서구",2010-02-24,8
"1151","강서구",2010-02-25,3
"1152","강서구",2010-02-26,6
"1153","강서구",2010-02-27,7
"1154","강서구",2010-02-28,2
"1155","강서구",2010-03-01,2
"1156","강서구",2010-03-02,1
"1157","강서구",2010-03-03,2
"1158","강서구",2010-03-04,2
"1159","강서구",2010-03-05,4
"1160","강서구",2010-03-06,4
"1161","강서구",2010-03-07,9
"1162","강서구",2010-03-08,7
"1163","강서구",2010-03-09,7
"1164","강서구",2010-03-10,8
"1165","강서구",2010-03-11,6
"1166","강서구",2010-03-12,11
"1167","강서구",2010-03-13,3
"1168","강서구",2010-03-14,1
"1169","강서구",2010-03-15,5
"1170","강서구",2010-03-16,2
"1171","강서구",2010-03-17,6
"1172","강서구",2010-03-18,4
"1173","강서구",2010-03-19,4
"1174","강서구",2010-03-20,4
"1175","강서구",2010-03-21,6
"1176","강서구",2010-03-22,3
"1177","강서구",2010-03-23,4
"1178","강서구",2010-03-24,5
"1179","강서구",2010-03-25,8
"1180","강서구",2010-03-26,8
"1181","강서구",2010-03-27,6
"1182","강서구",2010-03-28,6
"1183","강서구",2010-03-29,1
"1184","강서구",2010-03-30,7
"1185","강서구",2010-03-31,4
"1186","강서구",2010-04-01,3
"1187","강서구",2010-04-02,4
"1188","강서구",2010-04-03,2
"1189","강서구",2010-04-04,2
"1190","강서구",2010-04-05,6
"1191","강서구",2010-04-06,4
"1192","강서구",2010-04-07,8
"1193","강서구",2010-04-08,3
"1194","강서구",2010-04-09,1
"1195","강서구",2010-04-10,5
"1196","강서구",2010-04-11,8
"1197","강서구",2010-04-12,2
"1198","강서구",2010-04-13,7
"1199","강서구",2010-04-14,5
"1200","강서구",2010-04-15,6
"1201","강서구",2010-04-16,7
"1202","강서구",2010-04-17,8
"1203","강서구",2010-04-18,3
"1204","강서구",2010-04-19,4
"1205","강서구",2010-04-20,4
"1206","강서구",2010-04-21,8
"1207","강서구",2010-04-22,3
"1208","강서구",2010-04-23,5
"1209","강서구",2010-04-24,2
"1210","강서구",2010-04-25,2
"1211","강서구",2010-04-26,6
"1212","강서구",2010-04-27,2
"1213","강서구",2010-04-28,3
"1214","강서구",2010-04-29,5
"1215","강서구",2010-04-30,4
"1216","강서구",2010-05-01,3
"1217","강서구",2010-05-02,5
"1218","강서구",2010-05-03,3
"1219","강서구",2010-05-04,5
"1220","강서구",2010-05-05,4
"1221","강서구",2010-05-06,8
"1222","강서구",2010-05-07,5
"1223","강서구",2010-05-08,9
"1224","강서구",2010-05-09,9
"1225","강서구",2010-05-10,9
"1226","강서구",2010-05-11,3
"1227","강서구",2010-05-12,4
"1228","강서구",2010-05-13,1
"1229","강서구",2010-05-14,8
"1230","강서구",2010-05-15,7
"1231","강서구",2010-05-16,7
"1232","강서구",2010-05-17,8
"1233","강서구",2010-05-18,10
"1234","강서구",2010-05-19,2
"1235","강서구",2010-05-20,5
"1236","강서구",2010-05-21,1
"1237","강서구",2010-05-22,9
"1238","강서구",2010-05-23,4
"1239","강서구",2010-05-24,6
"1240","강서구",2010-05-25,5
"1241","강서구",2010-05-26,5
"1242","강서구",2010-05-27,9
"1243","강서구",2010-05-28,11
"1244","강서구",2010-05-29,7
"1245","강서구",2010-05-30,1
"1246","강서구",2010-05-31,5
"1247","강서구",2010-06-01,4
"1248","강서구",2010-06-02,6
"1249","강서구",2010-06-03,8
"1250","강서구",2010-06-04,7
"1251","강서구",2010-06-05,6
"1252","강서구",2010-06-06,2
"1253","강서구",2010-06-07,5
"1254","강서구",2010-06-08,1
"1255","강서구",2010-06-09,5
"1256","강서구",2010-06-10,4
"1257","강서구",2010-06-11,4
"1258","강서구",2010-06-12,7
"1259","강서구",2010-06-13,11
"1260","강서구",2010-06-14,11
"1261","강서구",2010-06-15,2
"1262","강서구",2010-06-16,6
"1263","강서구",2010-06-17,4
"1264","강서구",2010-06-18,5
"1265","강서구",2010-06-19,8
"1266","강서구",2010-06-20,3
"1267","강서구",2010-06-21,4
"1268","강서구",2010-06-22,7
"1269","강서구",2010-06-23,9
"1270","강서구",2010-06-24,7
"1271","강서구",2010-06-25,4
"1272","강서구",2010-06-26,8
"1273","강서구",2010-06-27,3
"1274","강서구",2010-06-28,4
"1275","강서구",2010-06-29,4
"1276","강서구",2010-06-30,6
"1277","강서구",2010-07-01,3
"1278","강서구",2010-07-02,7
"1279","강서구",2010-07-03,4
"1280","강서구",2010-07-04,6
"1281","강서구",2010-07-05,5
"1282","강서구",2010-07-06,5
"1283","강서구",2010-07-07,6
"1284","강서구",2010-07-08,4
"1285","강서구",2010-07-09,4
"1286","강서구",2010-07-10,5
"1287","강서구",2010-07-11,4
"1288","강서구",2010-07-12,8
"1289","강서구",2010-07-13,5
"1290","강서구",2010-07-14,4
"1291","강서구",2010-07-15,11
"1292","강서구",2010-07-16,4
"1293","강서구",2010-07-17,4
"1294","강서구",2010-07-18,6
"1295","강서구",2010-07-19,5
"1296","강서구",2010-07-20,5
"1297","강서구",2010-07-21,4
"1298","강서구",2010-07-22,11
"1299","강서구",2010-07-23,6
"1300","강서구",2010-07-24,3
"1301","강서구",2010-07-25,8
"1302","강서구",2010-07-26,5
"1303","강서구",2010-07-27,4
"1304","강서구",2010-07-28,8
"1305","강서구",2010-07-29,3
"1306","강서구",2010-07-30,4
"1307","강서구",2010-07-31,3
"1308","강서구",2010-08-01,5
"1309","강서구",2010-08-02,3
"1310","강서구",2010-08-03,4
"1311","강서구",2010-08-04,6
"1312","강서구",2010-08-05,4
"1313","강서구",2010-08-06,5
"1314","강서구",2010-08-07,5
"1315","강서구",2010-08-08,0
"1316","강서구",2010-08-09,3
"1317","강서구",2010-08-10,4
"1318","강서구",2010-08-11,5
"1319","강서구",2010-08-12,5
"1320","강서구",2010-08-13,5
"1321","강서구",2010-08-14,7
"1322","강서구",2010-08-15,2
"1323","강서구",2010-08-16,11
"1324","강서구",2010-08-17,7
"1325","강서구",2010-08-18,4
"1326","강서구",2010-08-19,2
"1327","강서구",2010-08-20,6
"1328","강서구",2010-08-21,5
"1329","강서구",2010-08-22,5
"1330","강서구",2010-08-23,5
"1331","강서구",2010-08-24,2
"1332","강서구",2010-08-25,11
"1333","강서구",2010-08-26,7
"1334","강서구",2010-08-27,8
"1335","강서구",2010-08-28,7
"1336","강서구",2010-08-29,3
"1337","강서구",2010-08-30,10
"1338","강서구",2010-08-31,6
"1339","강서구",2010-09-01,9
"1340","강서구",2010-09-02,5
"1341","강서구",2010-09-03,11
"1342","강서구",2010-09-04,8
"1343","강서구",2010-09-05,5
"1344","강서구",2010-09-06,5
"1345","강서구",2010-09-07,7
"1346","강서구",2010-09-08,6
"1347","강서구",2010-09-09,6
"1348","강서구",2010-09-10,8
"1349","강서구",2010-09-11,8
"1350","강서구",2010-09-12,7
"1351","강서구",2010-09-13,13
"1352","강서구",2010-09-14,3
"1353","강서구",2010-09-15,5
"1354","강서구",2010-09-16,4
"1355","강서구",2010-09-17,6
"1356","강서구",2010-09-18,2
"1357","강서구",2010-09-19,3
"1358","강서구",2010-09-20,6
"1359","강서구",2010-09-21,3
"1360","강서구",2010-09-22,3
"1361","강서구",2010-09-23,2
"1362","강서구",2010-09-24,7
"1363","강서구",2010-09-25,4
"1364","강서구",2010-09-26,1
"1365","강서구",2010-09-27,5
"1366","강서구",2010-09-28,8
"1367","강서구",2010-09-29,7
"1368","강서구",2010-09-30,9
"1369","강서구",2010-10-01,8
"1370","강서구",2010-10-02,4
"1371","강서구",2010-10-03,4
"1372","강서구",2010-10-04,5
"1373","강서구",2010-10-05,4
"1374","강서구",2010-10-06,3
"1375","강서구",2010-10-07,3
"1376","강서구",2010-10-08,6
"1377","강서구",2010-10-09,5
"1378","강서구",2010-10-10,9
"1379","강서구",2010-10-11,6
"1380","강서구",2010-10-12,6
"1381","강서구",2010-10-13,5
"1382","강서구",2010-10-14,7
"1383","강서구",2010-10-15,4
"1384","강서구",2010-10-16,7
"1385","강서구",2010-10-17,8
"1386","강서구",2010-10-18,7
"1387","강서구",2010-10-19,5
"1388","강서구",2010-10-20,12
"1389","강서구",2010-10-21,6
"1390","강서구",2010-10-22,6
"1391","강서구",2010-10-23,6
